2022_ZZ_PositionsBreeding_HR_model.rds,0.2777,0.7191,0.3535,0.4544,0.7318,0.7128,0.6449,0.9371,0.4878,0.6801,0.4406,0.2737,0.2321,0.2528,0.2815,0.1165,0.9025,0.152,0.2096,0.3972,0.7613,0.5839,0.1767,0.8851,0.5603,0.1182,0.9635,0.5971,0.8115,0.2086,0.6842,0.4241,0.2715,0.6455,0.2562,0.1474,0.1121,0.3625,0.0735,0.2966,0.5129,0.5928,0.1752,0.8097,0,0,0.4164,0.3999,0.0126,0.0225,0.0376,0.0457,0.2828,0.3387,0.2433,0.1169,0.08,0.1309,0.5508,0.1461,0.0458,0.1465,0.1947,0.0287,0.145,0.0681,0.5819,0.0319,0.2713,0.2326,0.6847,0.8914,0.4463,0.0124,0.0025,0.0273,0.0635,0.2059,0.4198,0.1568,0.8961,0.5153,0.728,0.0012,0.1473,0.2229,0.1137,0.8681,0.6533,0.1576,0.3266,0,0.002,0.3717,0.5354,0.286,0.2319,0.5739,0.4029,0.0505,0.9347
2023_Athena1_PositionsBreeding_HR_model.rds,0.1821,0.5315,0.2426,0.0615,0.4879,0.3471,0.2882,0.5563,0.9062,0.4245,0.6079,0.5805,0.104,0.3952,0.6098,0.01,0.8342,0.0498,0.397,0.3129,0.6064,0.8753,0.256,0.1082,0.3089,0.0241,0.6108,0.907,0.4369,0.0895,0.6082,0.7373,0.1187,0.6226,0.5306,0.0116,0.0242,0.308,0.0062,0.3425,0.3392,0.9222,0.1563,0.4067,0,0.4164,0,0.7107,0,0,0,0.0012,0.6702,0.6135,0.1838,0.0014,0.0027,0.0168,0.8746,0.3895,0.0012,0.0146,0.007,0,0.4317,0.0142,0.9365,0.0001,0.2296,0.0119,0.4909,0.5963,0.9852,0,0,0,0.0002,0.3796,0.7061,0.0051,0.2154,0.9223,0.4504,0.0026,0.0245,0.5534,0.0004,0.3724,0.5939,0.0902,0.4829,0,0,0.9736,0.8662,0.2541,0.187,0.3684,0.0661,0.0052,0.4766
2023_Athena2_PositionsBreeding_HR_model.rds,0.4292,0.7642,0.1536,0.0602,0.4921,0.4347,0.3618,0.696,0.934,0.7352,0.9006,0.9378,0.4411,0.6173,0.8526,0.2931,0.8338,0.2742,0.5631,0.1681,0.6385,0.9494,0.746,0.0689,0.6392,0.4541,0.5755,0.7748,0.6337,0.3162,0.8511,0.9653,0.4357,0.6907,0.2839,0.2564,0.0319,0.1058,0.0956,0.3369,0.2047,0.5971,0.7316,0.5892,0,0.3999,0.7107,0,0.0009,0.0121,0.0051,0.0591,0.4757,0.9872,0.4674,0.0883,0.1357,0.0075,0.8727,0.2121,0.1487,0.285,0.17,0.007,0.2564,0.0703,0.8378,0.0453,0.8015,0.1806,0.5806,0.7019,0.7338,0.0013,0.0008,0.0214,0.0135,0.381,0.9895,0.1045,0.1123,0.9127,0.6414,0.0012,0.3283,0.495,0.0384,0.468,0.6285,0.2058,0.5141,0,0.002,0.591,0.9319,0.876,0.7798,0.6971,0.2106,0.0888,0.544
2023_Blue_PositionsBreeding_HR_model.rds,0.3803,0.1505,0,0,0.1434,0.2646,0.2439,0.5658,0.0002,0.0589,0,0,0,0,0,0.0052,0.2574,0.3692,0.0001,0,0.4621,0.0008,0,0.0006,0.0679,0,0.0094,0.0003,0.1265,0.3934,0.0797,0.001,0,0.444,0,0.055,0.0956,0,0.4103,0.0042,0,0,0,0.0309,0,0.0126,0,0.0009,0,0.6161,0.8685,0.3818,0,0.0001,0,0.1412,0.1372,0,0.753,0,0,0.0473,0.0446,0.4798,0,0.6229,0.0001,0.0155,0.0047,0.0104,0.3835,0.0481,0,0.9856,0.0187,0.2143,0.7053,0,0.0007,0.2576,0,0.0001,0.2175,0,0.0443,0,0.0459,0.0092,0.4595,0.3688,0.0023,0.0001,0,0,0.001,0.0001,0.0008,0.0097,0.0104,0.1713,0.0766
2023_Blue2_PositionsBreeding_HR_model.rds,0.6204,0.259,0,0,0.2344,0.3532,0.3161,0.5801,0.004,0.1389,0.002,0.0006,0.0008,0.0001,0.0002,0.1155,0.4033,0.7123,0.0031,0,0.5473,0.0076,0.0003,0.0005,0.131,0.006,0.024,0.0026,0.1997,0.6638,0.1697,0.0106,0.001,0.5277,0,0.2566,0.075,0,0.8386,0.0181,0,0.0001,0.0076,0.0584,0,0.0225,0,0.0121,0.6161,0,0.5868,0.8619,0,0.0052,0.0002,0.2124,0.5201,0,0.7555,0,0.0081,0.2429,0.1275,0.4835,0,0.7023,0.0021,0.3802,0.0532,0.03,0.4047,0.0894,0.0002,0.6772,0.1337,0.812,0.4838,0,0.0106,0.2842,0.0001,0.0027,0.3363,0,0.2767,0.0001,0.0428,0.0203,0.5143,0.5308,0.0167,0.0003,0.0131,0,0.0098,0.0046,0.0261,0.0337,0.0144,0.5608,0.1194
2023_Broom_PositionsBreeding_HR_model.rds,0.502,0.2451,0,0.0001,0.1965,0.3693,0.3281,0.5589,0.0015,0.1341,0.0011,0.0001,0.0006,0,0,0.033,0.3309,0.4765,0.0005,0,0.5375,0.0044,0,0.0057,0.1689,0.0007,0.0252,0.0019,0.2361,0.5284,0.1414,0.0051,0.0014,0.4368,0,0.1541,0.1266,0,0.4928,0.0075,0,0.0001,0.0008,0.0963,0,0.0376,0,0.0051,0.8685,0.5868,0,0.427,0,0.0014,0.0002,0.3877,0.2346,0,0.6887,0,0.0008,0.1329,0.1876,0.6573,0,0.7493,0.0012,0.0536,0.0207,0.1002,0.5057,0.1039,0,0.8468,0.0418,0.2743,0.9679,0,0.0044,0.5899,0.0006,0.0014,0.3328,0,0.1095,0,0.2588,0.0398,0.5714,0.4671,0.005,0.0003,0.0003,0,0.0046,0.0035,0.0067,0.0445,0.0834,0.211,0.1442
2023_Checkers_PositionsBreeding_HR_model.rds,0.8324,0.3986,0.0001,0.0002,0.3418,0.4486,0.3914,0.5899,0.0271,0.2772,0.0194,0.0125,0.0121,0.0032,0.0059,0.3239,0.5863,0.9253,0.0331,0.0001,0.6132,0.0377,0.012,0.0014,0.238,0.0718,0.0575,0.0149,0.3071,0.8861,0.3074,0.055,0.0125,0.586,0.0002,0.4844,0.0627,0,0.9862,0.0553,0.0002,0.0017,0.0808,0.1203,0,0.0457,0.0012,0.0591,0.3818,0.8619,0.427,0,0.0003,0.0443,0.0047,0.3099,0.7951,0,0.7491,0,0.0689,0.4791,0.2413,0.4203,0.0001,0.6461,0.0151,0.7179,0.2032,0.0865,0.4257,0.1653,0.0035,0.4296,0.1156,0.9638,0.3898,0.0004,0.0593,0.3672,0.0005,0.0193,0.4872,0,0.6026,0.0041,0.0915,0.0488,0.5821,0.6405,0.0685,0.0002,0.0601,0.0005,0.0464,0.0432,0.1431,0.0935,0.0396,0.896,0.192
2023_Coca_Cola_PositionsBreeding_HR_model.rds,0.1262,0.3508,0.2992,0.1807,0.2978,0.1855,0.155,0.2721,0.54,0.3193,0.6397,0.4083,0.1028,0.5948,0.6001,0.0026,0.7234,0.0347,0.1588,0.3709,0.4759,0.6015,0.1391,0.0848,0.2688,0.0024,0.371,0.5164,0.3088,0.0676,0.3918,0.4229,0.132,0.5053,0.0705,0.0053,0.025,0.0601,0.0039,0.1262,0.3846,0.5938,0.0635,0.3196,0,0.2828,0.6702,0.4757,0,0,0,0.0003,0,0.3812,0.2571,0.0004,0.0006,0,0.837,0.0092,0,0.0066,0.0031,0,0.0246,0.016,0.5951,0,0.1462,0.0064,0.2915,0.3848,0.544,0,0,0,0.0001,0.8065,0.4418,0.0028,0.1199,0.585,0.2701,0,0.0127,0.1396,0.0001,0.3305,0.4773,0.0604,0.183,0,0,0.7445,0.5146,0.1505,0.1084,0.3609,0.0731,0.0024,0.2837
2023_Dahlia_PositionsBreeding_HR_model.rds,0.4122,0.702,0.1068,0.0414,0.4832,0.4097,0.3407,0.6921,0.8974,0.6726,0.812,0.9297,0.3389,0.5278,0.7987,0.2157,0.8288,0.2431,0.6507,0.1154,0.6317,0.8918,0.7555,0.0508,0.548,0.414,0.5127,0.7009,0.565,0.2935,0.7984,0.9701,0.3296,0.6808,0.2218,0.1817,0.0282,0.0537,0.0732,0.3403,0.1443,0.4867,0.805,0.5136,0,0.3387,0.6135,0.9872,0.0001,0.0052,0.0014,0.0443,0.3812,0,0.3723,0.0442,0.0959,0.0016,0.8809,0.1646,0.1058,0.2109,0.1005,0.0013,0.2147,0.0564,0.7596,0.0264,0.7955,0.1106,0.5246,0.632,0.652,0.0002,0.0001,0.0106,0.0056,0.3101,0.9921,0.0659,0.0792,0.8507,0.6054,0.0005,0.2768,0.5242,0.0144,0.3859,0.621,0.198,0.5374,0,0.0011,0.4793,0.8927,0.871,0.7796,0.59,0.1429,0.0809,0.492
2023_Fanta_PositionsBreeding_HR_model.rds,0.2041,0.4004,0.1132,0.293,0.2322,0.1838,0.1574,0.3991,0.3408,0.4448,0.7486,0.3937,0.9262,0.7981,0.4726,0.061,0.6507,0.1088,0.112,0.0747,0.4539,0.4628,0.2699,0.0636,0.4827,0.0861,0.2817,0.2919,0.377,0.1523,0.4237,0.3685,0.9089,0.5215,0.0042,0.087,0.0363,0.0012,0.0269,0.0746,0.134,0.2142,0.1651,0.4134,0,0.2433,0.1838,0.4674,0,0.0002,0.0002,0.0047,0.2571,0.3723,0,0.0238,0.0132,0,0.8371,0.0001,0.0022,0.0915,0.0939,0,0.0008,0.0477,0.3372,0.0001,0.342,0.1624,0.29,0.375,0.1777,0,0,0.0001,0.0028,0.4933,0.4111,0.0435,0.0474,0.3704,0.2997,0,0.0987,0.0384,0.0181,0.4049,0.4615,0.0962,0.109,0,0,0.1304,0.3644,0.5201,0.298,0.6321,0.3121,0.0146,0.2677
2023_Hazel_PositionsBreeding_HR_model.rds,0.5274,0.4508,0.0003,0.0039,0.2034,0.3181,0.2816,0.6623,0.0332,0.4018,0.0496,0.0147,0.058,0.0081,0.0073,0.4002,0.4659,0.5735,0.0141,0.0002,0.5167,0.0661,0.0098,0.0175,0.5274,0.0798,0.103,0.0288,0.4358,0.5686,0.3574,0.0703,0.0788,0.5314,0,0.7272,0.0911,0,0.4352,0.0276,0.0008,0.0047,0.0507,0.3013,0,0.1169,0.0014,0.0883,0.1412,0.2124,0.3877,0.3099,0.0004,0.0442,0.0238,0,0.5253,0,0.8138,0,0.0883,0.6629,0.8962,0.5304,0,0.3832,0.0252,0.1285,0.2255,0.6501,0.4709,0.2632,0.0035,0.1305,0.025,0.1988,0.4976,0.0007,0.0723,0.8973,0.0037,0.0313,0.4302,0,0.4859,0.0009,0.8301,0.1848,0.5427,0.3225,0.0303,0,0.0014,0.0004,0.0591,0.1075,0.1411,0.3073,0.3748,0.2157,0.247
2023_Jay_PositionsBreeding_HR_model.rds,0.7228,0.4853,0.0001,0.0005,0.2748,0.3637,0.3193,0.6638,0.0581,0.4056,0.0543,0.0318,0.0367,0.0086,0.015,0.7,0.5384,0.8901,0.0482,0.0001,0.5672,0.0845,0.0295,0.0036,0.4026,0.1932,0.0981,0.0341,0.3918,0.7776,0.4149,0.1122,0.0375,0.5996,0.0002,0.85,0.0587,0,0.7708,0.0615,0.0003,0.0046,0.1736,0.2091,0,0.08,0.0027,0.1357,0.1372,0.5201,0.2346,0.7951,0.0006,0.0959,0.0132,0.5253,0,0,0.8253,0,0.2017,0.8506,0.4756,0.3911,0,0.4228,0.0347,0.7986,0.3951,0.2046,0.4433,0.2413,0.0077,0.1653,0.1003,0.7208,0.2676,0.0007,0.1227,0.5035,0.0013,0.0446,0.4874,0,0.8889,0.0057,0.1548,0.1034,0.5512,0.4434,0.0813,0,0.0536,0.0009,0.0925,0.1177,0.3038,0.2104,0.086,0.6386,0.2323
2023_JJ_PositionsBreeding_HR_model.rds,0.0111,0.0806,0,0.1427,0.3407,0.12,0.1064,0.4338,0.0479,0.0231,0.001,0,0,0,0,0,0.7471,0.0002,0.005,0,0.442,0.051,0,0.0612,0.0074,0,0.1903,0.1149,0.0617,0.0018,0.0778,0.0153,0,0.3121,0.1395,0,0.0099,0.4371,0,0.1004,0.0006,0.1024,0,0.0286,0,0.1309,0.0168,0.0075,0,0,0,0,0,0.0016,0,0,0,0,0.8012,0.0072,0,0,0,0,0.0009,0.0004,0.0809,0,0.0001,0,0.1967,0.1171,0.0643,0,0,0,0,0,0.0099,0,0.2029,0.042,0.0862,0,0,0.0134,0,0.0303,0.4267,0.008,0.0841,0,0,0.0097,0.0646,0,0,0.0041,0,0,0.1359
2023_Lilac_PositionsBreeding_HR_model.rds,0.6668,0.761,0.833,0.8223,0.8045,0.8472,0.8583,0.8923,0.8765,0.7325,0.8697,0.865,0.8435,0.842,0.8587,0.8525,0.9135,0.6739,0.8881,0.8419,0.8151,0.863,0.838,0.5448,0.7289,0.8435,0.7011,0.855,0.6679,0.6162,0.8143,0.8843,0.8494,0.8972,0.8715,0.8342,0.0344,0.8528,0.6424,0.937,0.8477,0.856,0.8689,0.6486,0,0.5508,0.8746,0.8727,0.753,0.7555,0.6887,0.7491,0.837,0.8809,0.8371,0.8138,0.8253,0.8012,0,0.8393,0.7749,0.8387,0.8175,0.8016,0.8422,0.3355,0.8594,0.8381,0.8689,0.8259,0.5975,0.7406,0.8752,0.7421,0.6763,0.8046,0.6295,0.7864,0.8805,0.7099,0.5297,0.8706,0.8278,0.1845,0.8342,0.8739,0.8143,0.6781,0.7338,0.4404,0.9783,0.482,0.6078,0.8657,0.8676,0.8656,0.8735,0.8113,0.7996,0.7188,0.7154
2023_Louise_PositionsBreeding_HR_model.rds,0.0755,0.2237,0.0001,0,0.4585,0.2432,0.1995,0.5878,0.4263,0.1119,0.0417,0.0627,0,0.0017,0.0257,0,0.8102,0.0076,0.3156,0.0007,0.5655,0.3238,0.0027,0.0135,0.0461,0,0.2996,0.5324,0.1476,0.0235,0.2701,0.3636,0,0.3513,0.8819,0,0.0085,0.139,0.0002,0.3864,0.0028,0.3914,0.0111,0.0993,0,0.1461,0.3895,0.2121,0,0,0,0,0.0092,0.1646,0.0001,0,0,0.0072,0.8393,0,0,0.0001,0,0,0.9783,0.0027,0.4015,0,0.03,0,0.3339,0.2613,0.4906,0,0,0,0,0.0003,0.2647,0,0.0699,0.3943,0.2438,0.0095,0.0005,0.6878,0,0.0528,0.5358,0.0424,0.4992,0,0,0.1952,0.4233,0.0201,0.0129,0.0333,0.0004,0.0005,0.2505
2023_Maple1_PositionsBreeding_HR_model.rds,0.1827,0.1884,0,0.6443,0.1006,0.0941,0.0831,0.4017,0.0596,0.196,0.0745,0.0372,0.0249,0.0016,0.0096,0.5542,0.3505,0.2021,0.0376,0,0.3397,0.0855,0.0172,0.0024,0.2024,0.45,0.0626,0.0336,0.1537,0.18,0.1905,0.105,0.0199,0.3973,0,0.3389,0.0218,0,0.0976,0.0299,0,0.0037,0.2414,0.1143,0,0.0458,0.0012,0.1487,0,0.0081,0.0008,0.0689,0,0.1058,0.0022,0.0883,0.2017,0,0.7749,0,0,0.3769,0.1434,0.0002,0,0.0714,0.0353,0.0428,0.3341,0.0882,0.1575,0.1181,0.0066,0,0,0.0141,0.0064,0,0.1194,0.0947,0.0008,0.0462,0.1546,0,0.3608,0.003,0.0168,0.0686,0.2899,0.0912,0.0446,0,0,0.0001,0.083,0.1597,0.3305,0.1612,0.0258,0.0875,0.0926
2023_Maple2_PositionsBreeding_HR_model.rds,0.6658,0.5923,0.0027,0.0064,0.2843,0.3578,0.3127,0.687,0.1321,0.5672,0.1812,0.1095,0.1804,0.0561,0.0672,0.9273,0.6098,0.7697,0.0822,0.0019,0.5682,0.1902,0.1071,0.0143,0.622,0.4274,0.1698,0.0872,0.509,0.6892,0.5414,0.2227,0.1865,0.6079,0.0007,0.9986,0.06,0,0.5422,0.0767,0.0046,0.022,0.3203,0.3593,0,0.1465,0.0146,0.285,0.0473,0.2429,0.1329,0.4791,0.0066,0.2109,0.0915,0.6629,0.8506,0,0.8387,0.0001,0.3769,0,0.7297,0.2307,0.0002,0.3144,0.0927,0.4723,0.6163,0.4771,0.4869,0.3556,0.0277,0.0595,0.0357,0.3542,0.1956,0.0095,0.2466,0.5719,0.0061,0.1158,0.5321,0,0.9374,0.0137,0.2934,0.2241,0.569,0.3683,0.1069,0,0.0216,0.0068,0.184,0.335,0.522,0.4431,0.2477,0.4143,0.304
2023_Mop_PositionsBreeding_HR_model.rds,0.5429,0.5592,0.0038,0.0259,0.253,0.346,0.305,0.6837,0.0763,0.5587,0.1353,0.0439,0.1781,0.0343,0.0272,0.5102,0.6019,0.5483,0.0311,0.0026,0.5482,0.1404,0.0312,0.0473,0.7103,0.1641,0.1751,0.0683,0.5538,0.5622,0.4762,0.138,0.2337,0.5586,0.0001,0.7846,0.0871,0,0.366,0.043,0.0083,0.0192,0.1028,0.4595,0,0.1947,0.007,0.17,0.0446,0.1275,0.1876,0.2413,0.0031,0.1005,0.0939,0.8962,0.4756,0,0.8175,0,0.1434,0.7297,0,0.2359,0,0.3018,0.0645,0.1353,0.3562,0.9103,0.4879,0.3755,0.0127,0.0465,0.0126,0.1451,0.3004,0.0055,0.1464,0.7798,0.014,0.0768,0.5027,0,0.5604,0.0032,0.7874,0.3328,0.5754,0.3085,0.0518,0,0.0024,0.0026,0.1191,0.2437,0.2518,0.5244,0.6314,0.1982,0.3257
2023_Ombre_PositionsBreeding_HR_model.rds,0.3885,0.2203,0,0.0002,0.1212,0.2215,0.2015,0.5973,0.0017,0.1329,0.0006,0,0,0,0,0.0582,0.1983,0.4626,0.0007,0,0.4244,0.005,0,0.0016,0.1685,0.0001,0.024,0.0018,0.1948,0.4326,0.1453,0.0062,0.0002,0.4678,0,0.263,0.0772,0,0.4549,0.0085,0,0,0.0009,0.0769,0,0.0287,0,0.007,0.4798,0.4835,0.6573,0.4203,0,0.0013,0,0.5304,0.3911,0,0.8016,0,0.0002,0.2307,0.2359,0,0,0.4255,0.0009,0.0715,0.03,0.0671,0.3409,0.091,0,0.4449,0.1159,0.3296,0.6091,0,0.0052,0.533,0.0001,0.0012,0.2479,0,0.1769,0,0.227,0.0308,0.4201,0.2814,0.0066,0,0.0002,0,0.0057,0.0015,0.0081,0.0441,0.0412,0.2134,0.1084
2023_Ruben_PositionsBreeding_HR_model.rds,0.0867,0.2396,0.0004,0,0.4673,0.2543,0.2082,0.6054,0.4676,0.1286,0.0664,0.1072,0.0002,0.0073,0.0554,0,0.8147,0.0105,0.3653,0.0017,0.5732,0.3583,0.0111,0.0113,0.0565,0.0001,0.302,0.5497,0.1584,0.0291,0.2917,0.4178,0.0004,0.372,0.8211,0.0001,0.009,0.0792,0.0004,0.4076,0.0044,0.385,0.0221,0.1106,0,0.145,0.4317,0.2564,0,0,0,0.0001,0.0246,0.2147,0.0008,0,0,0.0009,0.8422,0.9783,0,0.0002,0,0,0,0.0035,0.4241,0,0.0451,0,0.3406,0.2722,0.5113,0,0,0,0,0.003,0.3146,0.0001,0.0564,0.4312,0.2604,0.0059,0.0011,0.7561,0,0.0589,0.544,0.0477,0.5333,0,0,0.2275,0.4579,0.0358,0.0233,0.0444,0.0008,0.0007,0.2576
2023_Skunk_PositionsBreeding_HR_model.rds,0.7199,0.3327,0.0152,0.0263,0.4517,0.6002,0.5037,0.4064,0.0373,0.2269,0.0561,0.0407,0.0649,0.0347,0.0339,0.2141,0.7534,0.6591,0.0269,0.0136,0.685,0.0507,0.0421,0.0241,0.2559,0.0894,0.0566,0.0269,0.307,0.7158,0.2265,0.0571,0.0725,0.364,0.0029,0.3287,0.1462,0.0021,0.7316,0.0288,0.0175,0.0146,0.0794,0.1605,0,0.0681,0.0142,0.0703,0.6229,0.7023,0.7493,0.6461,0.016,0.0564,0.0477,0.3832,0.4228,0.0004,0.3355,0.0027,0.0714,0.3144,0.3018,0.4255,0.0035,0,0.0296,0.2946,0.1462,0.2181,0.6194,0.1601,0.0155,0.6906,0.0635,0.5109,0.7659,0.0179,0.0624,0.5076,0.0077,0.0353,0.4579,0,0.3177,0.0099,0.2676,0.0977,0.7115,0.8739,0.0354,0.0054,0.0249,0.0123,0.0486,0.081,0.1177,0.14,0.1748,0.5106,0.2013
2023_Split_Ear_PositionsBreeding_HR_model.rds,0.2878,0.7332,0.3428,0.1696,0.5883,0.5,0.4211,0.7503,0.981,0.631,0.7556,0.6798,0.2692,0.4904,0.6679,0.0855,0.8732,0.124,0.5111,0.4013,0.6784,0.9851,0.4164,0.1958,0.4962,0.1545,0.7954,0.9911,0.6305,0.174,0.8133,0.8747,0.2881,0.7202,0.5651,0.0823,0.0296,0.4221,0.0318,0.4495,0.4571,0.949,0.3569,0.5931,0,0.5819,0.9365,0.8378,0.0001,0.0021,0.0012,0.0151,0.5951,0.7596,0.3372,0.0252,0.0347,0.0809,0.8594,0.4015,0.0353,0.0927,0.0645,0.0009,0.4241,0.0296,0,0.0083,0.435,0.0831,0.6318,0.8017,0.9633,0.0002,0.0001,0.0038,0.0042,0.3991,0.8527,0.0379,0.3439,0.9916,0.6384,0.003,0.1164,0.605,0.0137,0.553,0.6508,0.1424,0.6087,0,0.0003,0.8405,0.9797,0.4924,0.3922,0.5714,0.179,0.0293,0.6642
2023_SplitEar2_PositionsBreeding_HR_model.rds,0.5006,0.286,0,0,0.2033,0.2375,0.2144,0.6228,0.0178,0.2155,0.0079,0.0026,0.0009,0.0001,0.0005,0.3676,0.4382,0.6456,0.0173,0,0.4877,0.028,0.0011,0.0004,0.1732,0.0325,0.0461,0.009,0.2096,0.5505,0.2421,0.0403,0.0008,0.5608,0,0.4612,0.0395,0,0.6122,0.0386,0,0.0003,0.0541,0.0836,0,0.0319,0.0001,0.0453,0.0155,0.3802,0.0536,0.7179,0,0.0264,0.0001,0.1285,0.7986,0,0.8381,0,0.0428,0.4723,0.1353,0.0715,0,0.2946,0.0083,0,0.1878,0.0228,0.2738,0.1203,0.0008,0.0365,0.0495,0.7304,0.075,0,0.0431,0.1889,0.0001,0.0106,0.3065,0,0.631,0.0007,0.0041,0.032,0.4226,0.3165,0.0481,0,0.0916,0,0.0352,0.0164,0.1211,0.0646,0.006,0.6056,0.1255
2023_Squirt_PositionsBreeding_HR_model.rds,0.6201,0.76,0.048,0.0349,0.4351,0.4318,0.3657,0.7269,0.5655,0.7712,0.6303,0.6299,0.4164,0.3536,0.4892,0.6342,0.7925,0.5299,0.4538,0.0441,0.6289,0.6223,0.6106,0.0342,0.705,0.7399,0.3789,0.3895,0.6265,0.5414,0.8067,0.7266,0.4026,0.6794,0.0508,0.5685,0.0395,0.0077,0.2554,0.2343,0.0635,0.1982,0.9176,0.529,0,0.2713,0.2296,0.8015,0.0047,0.0532,0.0207,0.2032,0.1462,0.7955,0.342,0.2255,0.3951,0.0001,0.8689,0.03,0.3341,0.6163,0.3562,0.03,0.0451,0.1462,0.435,0.1878,0,0.3105,0.5306,0.5751,0.2798,0.0068,0.0042,0.0986,0.0434,0.1503,0.784,0.2412,0.0336,0.5146,0.6652,0,0.7042,0.2259,0.0965,0.3688,0.6234,0.31,0.3752,0,0.0123,0.1588,0.6157,0.8933,0.9929,0.6628,0.2428,0.2591,0.4555
2023_Thorn_PositionsBreeding_HR_model.rds,0.4291,0.5297,0.007,0.0474,0.2505,0.3155,0.2788,0.6745,0.0907,0.5653,0.1855,0.0593,0.2699,0.0601,0.0422,0.3011,0.6352,0.3573,0.0328,0.0046,0.5272,0.1691,0.0429,0.0707,0.729,0.1461,0.202,0.0876,0.5548,0.4254,0.4598,0.1514,0.3539,0.5477,0.0001,0.5269,0.0905,0,0.2002,0.0399,0.0145,0.0301,0.0918,0.5221,0,0.2326,0.0119,0.1806,0.0104,0.03,0.1002,0.0865,0.0064,0.1106,0.1624,0.6501,0.2046,0,0.8259,0,0.0882,0.4771,0.9103,0.0671,0,0.2181,0.0831,0.0228,0.3105,0,0.459,0.3976,0.0184,0.0097,0.0005,0.0298,0.2024,0.0118,0.1604,0.6255,0.0215,0.0962,0.4652,0,0.3558,0.0041,0.7687,0.4154,0.5621,0.2384,0.0482,0,0.0001,0.0049,0.1337,0.2994,0.2197,0.6094,0.8311,0.0897,0.3346
2023_Trouble_PositionsBreeding_HR_model.rds,0.6654,0.8477,0.2856,0.3227,0.6627,0.8661,0.7662,0.894,0.6139,0.7428,0.5093,0.4242,0.3011,0.3047,0.385,0.3904,0.7834,0.5872,0.4024,0.3178,0.804,0.6502,0.3156,0.4249,0.7196,0.2997,0.7488,0.6677,0.8297,0.6214,0.8004,0.6003,0.3376,0.7349,0.4708,0.4916,0.118,0.4173,0.4876,0.5663,0.3965,0.5857,0.3901,0.7305,0.0001,0.6847,0.4909,0.5806,0.3835,0.4047,0.5057,0.4257,0.2915,0.5246,0.29,0.4709,0.4433,0.1967,0.5975,0.3339,0.1575,0.4869,0.4879,0.3409,0.3406,0.6194,0.6318,0.2738,0.5306,0.459,0,0.8229,0.5507,0.4119,0.0521,0.3429,0.575,0.2197,0.5892,0.5891,0.5335,0.6146,0.8468,0.0031,0.4883,0.437,0.3871,0.6758,0.5746,0.5378,0.5444,0.0044,0.0284,0.4191,0.6546,0.4724,0.4749,0.6379,0.5486,0.3518,0.8267
2023_ZZ_PositionsBreeding_HR_model.rds,0.5373,0.9635,0.3674,0.4109,0.7022,0.7955,0.6871,0.9883,0.7604,0.9257,0.6744,0.5013,0.3743,0.3949,0.4736,0.2938,0.9036,0.3746,0.4613,0.4055,0.7675,0.846,0.3499,0.572,0.8195,0.2783,0.9516,0.8123,0.9662,0.4427,0.9594,0.7395,0.4223,0.7371,0.3907,0.3521,0.0792,0.3671,0.2151,0.4657,0.5128,0.7257,0.4153,0.9342,0,0.8914,0.5963,0.7019,0.0481,0.0894,0.1039,0.1653,0.3848,0.632,0.375,0.2632,0.2413,0.1171,0.7406,0.2613,0.1181,0.3556,0.3755,0.091,0.2722,0.1601,0.8017,0.1203,0.5751,0.3976,0.8229,0,0.6451,0.0493,0.0106,0.1096,0.1483,0.2911,0.7327,0.3201,0.6182,0.7714,0.9274,0.0019,0.3755,0.4405,0.2206,0.8941,0.6858,0.2993,0.5714,0,0.0089,0.5095,0.8164,0.5565,0.5054,0.8094,0.5435,0.1785,0.9614
