2021_Squirt_PositionsNonbreeding_HR_model.rds,0.1916,0.6055,0.0445,0.4417,0.3542,0.5101,0.1463,0.3551,0.5541,0.7730,0.4785,0.5793,0.3480,0.2529,0.0347,0.2129,0.0486,0.1268,0.4560,0.0000,0.3084,0.6031,0.2503,0.4553,0.2150,0.7644,0.9234,0.2809,0.6717,0.5581,0.3882,0.7360,0.0395,0.0432,0.4679,0.0534,0.5141,0.9967,0.4745,0.0000,0.4458,0.3169,0.5565,0.0000,0.4030,0.0113,0.3828,0.8440,0.3103,0.0307,0.0866,0.0005,0.8779,0.3360,0.1070,0.2480,0.3612,0.0006,0.1427,0.0000,0.6049,0.3317,0.7759,0.1292,0.4497,0.0883,0.5633,0.0000,0.0000,0.0139,0.0011,0.2524,0.9493,0.0481,0.1479,0.7851,0.5881,0.0002,0.3193,0.5152,0.0069,0.3215,0.0000,0.3091,0.4946,0.0000,0.0011,0.4447,0.7256,0.8871,0.8463,0.5933,0.0533,0.1400,0.4522,0.7759
2021_Trouble_PositionsNonbreeding_HR_model.rds,0.1168,0.8465,0.2010,0.7272,0.6771,0.7521,0.7055,0.2773,0.3593,0.3098,0.7708,0.8008,0.3199,0.4807,0.0886,0.2028,0.2164,0.3052,0.3946,0.3084,0.0000,0.7437,0.9330,0.3743,0.3588,0.6796,0.3265,0.5985,0.2706,0.5543,0.3392,0.4761,0.1563,0.1134,0.2338,0.2654,0.7610,0.2747,0.9388,0.0000,0.6897,0.2558,0.3204,0.0347,0.6088,0.3065,0.3396,0.2371,0.2982,0.4781,0.1309,0.0390,0.5312,0.4217,0.0771,0.2516,0.7065,0.0725,0.0811,0.0043,0.4065,0.8405,0.4414,0.8368,0.5413,0.8779,0.3262,0.0272,0.0061,0.0635,0.1366,0.2015,0.4140,0.3298,0.6890,0.4642,0.9061,0.0005,0.2506,0.1956,0.2467,0.9815,0.0000,0.3006,0.2674,0.0000,0.0040,0.2944,0.2967,0.3691,0.2819,0.7476,0.5265,0.1113,0.8526,0.4414
2021_Wanderer_PositionsNonbreeding_HR_model.rds,0.5989,0.7765,0.4052,0.8211,0.8967,0.9344,0.5310,0.6235,0.5549,0.5637,0.6385,0.7726,0.6200,0.9385,0.6437,0.8671,0.4214,0.4334,0.6538,0.6031,0.7437,0.0000,0.7684,0.6870,0.5436,0.7150,0.6234,0.9241,0.5495,0.7710,0.6148,0.8038,0.5860,0.6351,0.7746,0.4544,0.8172,0.5796,0.7043,0.8090,0.7886,0.5787,0.6958,0.4307,0.8344,0.6069,0.5036,0.5267,0.4447,0.5921,0.5349,0.4465,0.8136,0.7463,0.3181,0.6129,0.9099,0.3982,0.5667,0.4719,0.6613,0.9171,0.6702,0.6599,0.5592,0.6721,0.6446,0.4173,0.1408,0.5377,0.5080,0.3808,0.6676,0.5888,0.7599,0.6821,0.7640,0.0600,0.6013,0.6874,0.4231,0.7081,0.6383,0.8186,0.7946,0.0152,0.1354,0.5709,0.6408,0.5754,0.5691,0.6588,0.5092,0.6665,0.8441,0.6702
2021_ZZ_PositionsNonbreeding_HR_model.rds,0.0659,0.7599,0.2192,0.6239,0.6768,0.7602,0.6225,0.3476,0.3495,0.2908,0.6100,0.8498,0.1943,0.4852,0.0460,0.2598,0.2393,0.2599,0.4668,0.2503,0.9330,0.7684,0.0000,0.4635,0.2038,0.6150,0.2967,0.6013,0.2702,0.6734,0.2033,0.4355,0.2920,0.0588,0.2506,0.2976,0.8491,0.2163,0.8068,0.0000,0.8606,0.3161,0.3758,0.0171,0.5042,0.1661,0.3061,0.2051,0.2282,0.2731,0.0695,0.1022,0.5013,0.5966,0.0451,0.1428,0.7702,0.0358,0.1086,0.0022,0.4593,0.8500,0.3223,0.5874,0.4236,0.9205,0.3768,0.0134,0.0031,0.0323,0.0685,0.1828,0.3666,0.1773,0.9284,0.4622,0.7874,0.0009,0.1468,0.2188,0.1329,0.9221,0.0000,0.2211,0.2860,0.0000,0.0021,0.3325,0.3160,0.2639,0.1961,0.5661,0.3547,0.0616,0.8788,0.3223
2022_Athena_PositionsNonbreeding_HR_model.rds,0.0257,0.6237,0.2315,0.4361,0.4827,0.5803,0.2412,0.9612,0.6064,0.6256,0.4093,0.7915,0.0873,0.3050,0.0045,0.4023,0.2560,0.1794,0.9823,0.4553,0.3743,0.6870,0.4635,0.0000,0.0421,0.7024,0.6879,0.3664,0.6737,0.9439,0.0761,0.6494,0.6852,0.0057,0.6278,0.2912,0.7778,0.4001,0.4540,0.0000,0.7881,0.8887,0.9759,0.0000,0.3811,0.0039,0.3925,0.4514,0.1749,0.0109,0.0075,0.1554,0.8564,0.9352,0.0092,0.0415,0.6168,0.0001,0.5549,0.0000,0.9660,0.5965,0.3583,0.0790,0.3158,0.2624,0.9675,0.0000,0.0000,0.0010,0.0004,0.2668,0.7015,0.0106,0.5216,0.8958,0.5636,0.0048,0.0492,0.7377,0.0032,0.4357,0.0000,0.2087,0.6131,0.0000,0.0000,0.8451,0.8856,0.2661,0.2036,0.3545,0.0565,0.0210,0.6171,0.3583
2022_Checkers_PositionsNonbreeding_HR_model.rds,0.3861,0.6554,0.7077,0.6326,0.4423,0.6456,0.5431,0.0384,0.2392,0.2061,0.3375,0.2906,0.8736,0.2991,0.4669,0.0682,0.6805,0.7420,0.0574,0.2150,0.3588,0.5436,0.2038,0.0421,0.0000,0.4478,0.1431,0.3658,0.2258,0.1425,0.8349,0.7829,0.0686,0.5876,0.0781,0.5983,0.2868,0.2736,0.3630,0.0000,0.2244,0.0907,0.0692,0.6148,0.5831,0.7222,0.5124,0.3950,0.7756,0.7799,0.7284,0.4324,0.8085,0.0306,0.8935,0.8548,0.5997,0.9128,0.0823,0.0704,0.0628,0.7125,0.5828,0.5647,0.4150,0.0881,0.0541,0.6273,0.8234,0.4961,0.6764,0.7977,0.1929,0.8929,0.0613,0.1423,0.6605,0.5246,0.7107,0.0271,0.9154,0.3161,0.0000,0.4690,0.1097,0.5983,0.7744,0.1573,0.0669,0.3980,0.4181,0.5879,0.5598,0.3778,0.4231,0.5828
2022_Coca_Cola_PositionsNonbreeding_HR_model.rds,0.3277,0.9525,0.2577,0.7152,0.6314,0.7046,0.5003,0.5853,0.6886,0.6898,0.8226,0.9283,0.5927,0.3838,0.1617,0.3151,0.2781,0.3886,0.7250,0.7644,0.6796,0.7150,0.6150,0.7024,0.4478,0.0000,0.7702,0.5112,0.6292,0.8033,0.6254,0.4488,0.3078,0.1909,0.5266,0.3226,0.8399,0.7097,0.8474,0.0000,0.7585,0.5437,0.6964,0.0336,0.6439,0.1492,0.5795,0.5933,0.4808,0.2462,0.3024,0.0747,0.7882,0.6268,0.1892,0.4863,0.5239,0.0831,0.2366,0.0038,0.7817,0.6557,0.8836,0.4376,0.7377,0.4327,0.7006,0.0286,0.0133,0.1542,0.0742,0.3643,0.8841,0.2527,0.4837,0.8908,0.9349,0.0015,0.5397,0.5090,0.1802,0.7404,0.0000,0.3790,0.5703,0.0000,0.0147,0.6190,0.7064,0.7592,0.6954,0.9055,0.3776,0.2807,0.7982,0.8836
2022_Dahlia_PositionsNonbreeding_HR_model.rds,0.0963,0.6104,0.0938,0.4356,0.3813,0.5023,0.1927,0.6218,0.6741,0.9043,0.5127,0.6533,0.2244,0.2614,0.0154,0.2697,0.1018,0.1759,0.6872,0.9234,0.3265,0.6234,0.2967,0.6879,0.1431,0.7702,0.0000,0.2971,0.8329,0.6941,0.2285,0.7265,0.1169,0.0195,0.5756,0.1096,0.5904,0.9119,0.4911,0.0000,0.5271,0.5794,0.7651,0.0000,0.3945,0.0068,0.4655,0.8804,0.3165,0.0199,0.0320,0.0034,0.8814,0.5164,0.0433,0.1344,0.4100,0.0002,0.3699,0.0000,0.8266,0.3380,0.6426,0.1064,0.4657,0.1215,0.8121,0.0000,0.0000,0.0039,0.0007,0.3331,0.9829,0.0274,0.2132,0.9351,0.5834,0.0012,0.1668,0.7253,0.0060,0.3561,0.0000,0.2771,0.5679,0.0000,0.0002,0.6836,0.9434,0.7053,0.5915,0.5333,0.0623,0.0710,0.4925,0.6426
2022_Fanta_PositionsNonbreeding_HR_model.rds,0.3416,0.7351,0.0929,0.9036,0.9885,0.9251,0.2735,0.2667,0.2175,0.2235,0.3794,0.6208,0.3817,0.8296,0.4193,0.5823,0.1015,0.1271,0.3233,0.2809,0.5985,0.9241,0.6013,0.3664,0.3658,0.5112,0.2971,0.0000,0.2047,0.5779,0.3641,0.4036,0.2202,0.4267,0.5008,0.1238,0.7322,0.2619,0.5044,0.0031,0.6283,0.2228,0.3772,0.1987,0.9109,0.4280,0.1742,0.1861,0.1434,0.3841,0.2611,0.0788,0.6915,0.4730,0.0724,0.3732,0.9891,0.1692,0.1740,0.2534,0.3402,0.9866,0.4297,0.4671,0.2593,0.4056,0.3055,0.1876,0.0226,0.2639,0.2929,0.1044,0.3794,0.3869,0.5224,0.3904,0.7087,0.0012,0.3336,0.3529,0.1945,0.5131,0.1034,0.7372,0.5772,0.0014,0.0143,0.2253,0.3057,0.2676,0.2567,0.4327,0.2278,0.4146,0.8577,0.4297
2022_Ham_PositionsNonbreeding_HR_model.rds,0.0501,0.4578,0.0904,0.3134,0.2629,0.4098,0.2843,0.7141,0.8625,0.9777,0.4467,0.5334,0.1186,0.1990,0.0046,0.1835,0.1037,0.1029,0.7665,0.6717,0.2706,0.5495,0.2702,0.6737,0.2258,0.6292,0.8329,0.2047,0.0000,0.5571,0.0983,0.7824,0.1881,0.0060,0.3453,0.1105,0.4516,0.6172,0.4023,0.0000,0.4585,0.7668,0.6691,0.0000,0.2685,0.0014,0.5444,0.8564,0.2351,0.0047,0.0054,0.0036,0.8596,0.4627,0.0055,0.0518,0.2940,0.0000,0.1566,0.0000,0.8276,0.2973,0.4308,0.0596,0.4092,0.1211,0.8245,0.0000,0.0000,0.0003,0.0000,0.4372,0.7481,0.0080,0.2283,0.8147,0.4400,0.0004,0.0606,0.4414,0.0002,0.3194,0.0000,0.2176,0.3482,0.0000,0.0000,0.9227,0.8252,0.4280,0.3382,0.4000,0.0179,0.0262,0.3659,0.4308
2022_Louise_PositionsNonbreeding_HR_model.rds,0.1200,0.7835,0.2438,0.5757,0.7200,0.7287,0.3836,0.7837,0.5467,0.5695,0.5339,0.9437,0.2265,0.3962,0.0405,0.6150,0.2673,0.2597,0.8648,0.5581,0.5543,0.7710,0.6734,0.9439,0.1425,0.8033,0.6941,0.5779,0.5571,0.0000,0.2400,0.3114,0.6454,0.0478,0.8446,0.3174,0.9756,0.5194,0.6144,0.0000,0.9533,0.6752,0.9368,0.0077,0.5270,0.0424,0.4070,0.4573,0.2689,0.0859,0.0920,0.2327,0.8601,0.9926,0.0767,0.1684,0.7738,0.0215,0.5291,0.0007,0.8748,0.7730,0.5125,0.2196,0.4327,0.4717,0.8369,0.0066,0.0041,0.0395,0.0207,0.2553,0.7650,0.0762,0.7505,0.8791,0.7200,0.0039,0.2016,0.8213,0.0649,0.6067,0.0000,0.2374,0.8351,0.0000,0.0068,0.6524,0.8017,0.4327,0.3796,0.5137,0.2005,0.1099,0.8601,0.5125
2022_Maple_PositionsNonbreeding_HR_model.rds,0.6463,0.7235,0.0067,0.6300,0.4492,0.6608,0.0772,0.0302,0.1180,0.1302,0.3327,0.3967,0.9795,0.3136,0.3686,0.1169,0.0070,0.0631,0.0715,0.3882,0.3392,0.6148,0.2033,0.0761,0.8349,0.6254,0.2285,0.3641,0.0983,0.2400,0.0000,0.6890,0.0010,0.4438,0.1987,0.0083,0.3805,0.3637,0.4018,0.0000,0.2763,0.0202,0.1318,0.0795,0.5871,0.3070,0.1042,0.1618,0.1715,0.4154,0.7679,0.0000,0.8197,0.0664,0.3598,0.9500,0.5870,0.2515,0.0057,0.0049,0.1111,0.6773,0.8834,0.4084,0.2844,0.0655,0.0823,0.0651,0.0392,0.3988,0.1786,0.0413,0.3800,0.5077,0.0637,0.2526,0.7129,0.0000,0.9791,0.0935,0.3465,0.2990,0.0000,0.4733,0.2783,0.0000,0.0370,0.0449,0.1252,0.5042,0.6509,0.6568,0.2223,0.5422,0.4671,0.8834
2022_Mousse_PositionsNonbreeding_HR_model.rds,0.6270,0.2097,0.7806,0.2122,0.2884,0.5680,0.8497,0.7559,0.8005,0.7892,0.7357,0.2615,0.6407,0.7406,0.4630,0.0322,0.7852,0.7936,0.7221,0.7360,0.4761,0.8038,0.4355,0.6494,0.7829,0.4488,0.7265,0.4036,0.7824,0.3114,0.6890,0.0000,0.7901,0.5144,0.1466,0.7975,0.1957,0.7581,0.5885,0.0001,0.2890,0.7918,0.5806,0.7957,0.1643,0.6801,0.7962,0.7719,0.7860,0.7692,0.7477,0.7532,0.2653,0.4460,0.7276,0.6580,0.7402,0.7876,0.7392,0.7076,0.6963,0.6993,0.5492,0.7063,0.8111,0.7756,0.7190,0.7901,0.6686,0.7241,0.7939,0.7563,0.6433,0.7293,0.5103,0.6296,0.2882,0.5299,0.6968,0.5864,0.8153,0.6249,0.2680,0.1042,0.0622,0.5418,0.6257,0.7928,0.7074,0.7646,0.7589,0.6803,0.8428,0.4630,0.2333,0.5492
2022_North_Miller_Sow_1_PositionsNonbreeding_HR_model.rds,0.0013,0.3338,0.1142,0.2438,0.3074,0.4402,0.1879,0.6053,0.1565,0.0942,0.0634,0.4598,0.0040,0.2071,0.0000,0.2734,0.1211,0.0160,0.6210,0.0395,0.1563,0.5860,0.2920,0.6852,0.0686,0.3078,0.1169,0.2202,0.1881,0.6454,0.0010,0.7901,0.0000,0.0000,0.2869,0.1189,0.4989,0.0207,0.1274,0.0000,0.5976,0.5087,0.6103,0.0000,0.1926,0.0000,0.0548,0.0325,0.0061,0.0000,0.0000,0.5842,0.8571,0.7497,0.0000,0.0005,0.5496,0.0000,0.1804,0.0000,0.4988,0.5643,0.0634,0.0051,0.0226,0.1187,0.5196,0.0000,0.0000,0.0000,0.0000,0.0497,0.1658,0.0000,0.4764,0.3621,0.2696,0.0208,0.0003,0.2887,0.0000,0.1851,0.0000,0.1329,0.3206,0.0000,0.0000,0.4101,0.3437,0.0030,0.0038,0.0547,0.0009,0.0005,0.3757,0.0634
2022_Ombre_PositionsNonbreeding_HR_model.rds,0.7398,0.4817,0.0004,0.7248,0.5494,0.7204,0.0074,0.0015,0.0079,0.0080,0.0470,0.1178,0.6137,0.3770,0.9915,0.0460,0.0005,0.0047,0.0048,0.0432,0.1134,0.6351,0.0588,0.0057,0.5876,0.1909,0.0195,0.4267,0.0060,0.0478,0.4438,0.5144,0.0000,0.0000,0.0494,0.0006,0.1553,0.0347,0.0850,0.0000,0.0836,0.0009,0.0141,0.5742,0.7119,0.5484,0.0069,0.0105,0.0133,0.3027,0.6310,0.0000,0.5668,0.0060,0.0590,0.6788,0.7561,0.4713,0.0003,0.2615,0.0084,0.8240,0.3308,0.1673,0.0289,0.0102,0.0055,0.5461,0.0911,0.8580,0.4692,0.0023,0.0504,0.4439,0.0104,0.0292,0.4126,0.0000,0.4788,0.0089,0.1781,0.0722,0.0002,0.7137,0.1122,0.0016,0.0350,0.0023,0.0096,0.0525,0.0989,0.1515,0.0452,0.7628,0.3067,0.3308
2022_Rattlesnake_PositionsNonbreeding_HR_model.rds,0.1273,0.5640,0.0637,0.4884,0.6734,0.6118,0.0915,0.4917,0.2718,0.3695,0.2553,0.6039,0.1738,0.3408,0.0445,0.7058,0.0700,0.0790,0.5020,0.4679,0.2338,0.7746,0.2506,0.6278,0.0781,0.5266,0.5756,0.5008,0.3453,0.8446,0.1987,0.1466,0.2869,0.0494,0.0000,0.0794,0.7425,0.4695,0.3049,0.0000,0.5596,0.3942,0.7222,0.0033,0.5080,0.0184,0.1737,0.3289,0.1133,0.0319,0.0767,0.0629,0.9716,0.7081,0.0462,0.1486,0.7645,0.0088,0.5282,0.0004,0.5614,0.7366,0.4216,0.0780,0.1902,0.0953,0.5626,0.0028,0.0017,0.0356,0.0072,0.1128,0.6614,0.0395,0.2470,0.6479,0.4951,0.0030,0.1802,0.9015,0.0186,0.2278,0.0000,0.2655,0.9826,0.0000,0.0046,0.3660,0.6351,0.3353,0.3111,0.2914,0.0503,0.1459,0.6244,0.4216
2022_Rikki_PositionsNonbreeding_HR_model.rds,0.0062,0.2772,0.9411,0.1933,0.1646,0.3701,0.9069,0.2273,0.3474,0.1597,0.2791,0.3506,0.0159,0.1348,0.0004,0.0841,0.9723,0.2720,0.3686,0.0534,0.2654,0.4544,0.2976,0.2912,0.5983,0.3226,0.1096,0.1238,0.1105,0.3174,0.0083,0.7975,0.1189,0.0006,0.0794,0.0000,0.2808,0.0344,0.3162,0.0000,0.3230,0.2542,0.1690,0.0000,0.1483,0.0007,0.3339,0.0200,0.0435,0.0021,0.0000,0.0000,0.8305,0.2786,0.0000,0.0029,0.2161,0.0000,0.0007,0.0000,0.3340,0.3827,0.0910,0.0597,0.2154,0.3118,0.2256,0.0000,0.0000,0.0000,0.0000,0.1280,0.1736,0.0011,0.2928,0.2774,0.2783,0.0000,0.0028,0.0614,0.0000,0.3585,0.0000,0.1435,0.1035,0.0000,0.0000,0.2771,0.1395,0.0197,0.0096,0.2176,0.0316,0.0022,0.2366,0.0910
2022_Split_Ear_PositionsNonbreeding_HR_model.rds,0.2234,0.9021,0.2118,0.7253,0.8546,0.8125,0.4716,0.6032,0.4734,0.4776,0.6252,0.9854,0.3629,0.4831,0.1368,0.6045,0.2319,0.2569,0.7104,0.5141,0.7610,0.8172,0.8491,0.7778,0.2868,0.8399,0.5904,0.7322,0.4516,0.9756,0.3805,0.1957,0.4989,0.1553,0.7425,0.2808,0.0000,0.4760,0.7605,0.0000,0.9794,0.5178,0.7654,0.0499,0.6596,0.1796,0.3698,0.3840,0.2729,0.2573,0.1922,0.1765,0.8271,0.9048,0.0957,0.3076,0.8518,0.0790,0.3669,0.0132,0.7288,0.8685,0.5891,0.4490,0.4718,0.6345,0.6664,0.0438,0.0112,0.1221,0.1029,0.2266,0.6971,0.2229,0.8488,0.7728,0.8668,0.0026,0.3287,0.6502,0.1556,0.7715,0.0001,0.3056,0.7741,0.0001,0.0109,0.5172,0.6411,0.4548,0.4065,0.6434,0.3088,0.2271,0.9816,0.5891
2022_Squirt_PositionsNonbreeding_HR_model.rds,0.1809,0.5606,0.0303,0.4108,0.3337,0.4722,0.1644,0.2872,0.4819,0.7318,0.4332,0.5333,0.3257,0.2344,0.0274,0.2027,0.0324,0.1113,0.3843,0.9967,0.2747,0.5796,0.2163,0.4001,0.2736,0.7097,0.9119,0.2619,0.6172,0.5194,0.3637,0.7581,0.0207,0.0347,0.4695,0.0344,0.4760,0.0000,0.4337,0.0000,0.4054,0.2425,0.5178,0.0000,0.3774,0.0082,0.3267,0.8465,0.2990,0.0247,0.0705,0.0001,0.8738,0.2954,0.1182,0.2270,0.3524,0.0004,0.1380,0.0000,0.5488,0.3077,0.7496,0.1130,0.4066,0.0664,0.5095,0.0000,0.0000,0.0086,0.0007,0.2150,0.9282,0.0408,0.1175,0.7410,0.5437,0.0003,0.2921,0.5287,0.0083,0.2796,0.0000,0.2983,0.4893,0.0000,0.0010,0.3631,0.7015,0.9072,0.8596,0.5531,0.0466,0.1250,0.4180,0.7496
2022_Trouble_PositionsNonbreeding_HR_model.rds,0.1236,0.8971,0.2489,0.6917,0.6010,0.7241,0.7951,0.3456,0.5180,0.4680,0.9451,0.8544,0.3730,0.4052,0.0659,0.2182,0.2651,0.4339,0.4931,0.4745,0.9388,0.7043,0.8068,0.4540,0.3630,0.8474,0.4911,0.5044,0.4023,0.6144,0.4018,0.5885,0.1274,0.0850,0.3049,0.3162,0.7605,0.4337,0.0000,0.0000,0.6805,0.3234,0.4163,0.0106,0.5881,0.2044,0.4992,0.3778,0.4529,0.3830,0.1171,0.0182,0.6793,0.4332,0.0998,0.2677,0.5342,0.0360,0.1006,0.0005,0.5267,0.7738,0.5920,0.7575,0.7558,0.7639,0.4310,0.0072,0.0025,0.0402,0.0725,0.3052,0.5963,0.2609,0.5563,0.6287,0.9435,0.0005,0.2923,0.2699,0.2150,0.9814,0.0000,0.3150,0.3404,0.0000,0.0027,0.3986,0.4189,0.5530,0.4209,0.9175,0.6144,0.1105,0.7926,0.5920
2022_Wanderer_PositionsNonbreeding_HR_model.rds,0.0000,0.0000,0.0000,0.0000,0.0004,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2022_ZZ_PositionsNonbreeding_HR_model.rds,0.1434,0.7929,0.2432,0.5912,0.7393,0.7772,0.4803,0.6280,0.4927,0.4711,0.5707,0.9507,0.2653,0.4436,0.0706,0.5157,0.2663,0.2819,0.7368,0.4458,0.6897,0.7886,0.8606,0.7881,0.2244,0.7585,0.5271,0.6283,0.4585,0.9533,0.2763,0.2890,0.5976,0.0836,0.5596,0.3230,0.9794,0.4054,0.6805,0.0000,0.0000,0.5482,0.7343,0.0363,0.5041,0.1064,0.3919,0.3724,0.2836,0.1780,0.1386,0.2381,0.6891,0.9336,0.0970,0.2092,0.8016,0.0662,0.3501,0.0066,0.7277,0.8505,0.4614,0.3458,0.4596,0.6574,0.6664,0.0326,0.0124,0.0794,0.0688,0.2397,0.5935,0.1484,0.9569,0.7150,0.7464,0.0031,0.2341,0.5319,0.1377,0.7365,0.0000,0.2198,0.5885,0.0001,0.0116,0.5421,0.6008,0.3894,0.3433,0.5521,0.2971,0.1208,0.9138,0.4614
2023_Athena1_PositionsNonbreeding_HR_model.rds,0.0112,0.4418,0.2193,0.3046,0.2972,0.4244,0.2728,0.9865,0.6364,0.6188,0.3004,0.5705,0.0366,0.2124,0.0007,0.2380,0.2430,0.0911,0.9484,0.3169,0.2558,0.5787,0.3161,0.8887,0.0907,0.5437,0.5794,0.2228,0.7668,0.6752,0.0202,0.7918,0.5087,0.0009,0.3942,0.2542,0.5178,0.2425,0.3234,0.0000,0.5482,0.0000,0.8099,0.0000,0.2550,0.0003,0.3451,0.3706,0.0741,0.0010,0.0002,0.0271,0.8687,0.6878,0.0000,0.0097,0.4238,0.0000,0.4150,0.0000,0.9108,0.4095,0.2421,0.0299,0.2029,0.1627,0.9437,0.0000,0.0000,0.0000,0.0000,0.2416,0.5548,0.0012,0.3455,0.7701,0.4035,0.0038,0.0092,0.5379,0.0000,0.3117,0.0000,0.1869,0.3894,0.0000,0.0000,0.9807,0.8256,0.1003,0.0788,0.2336,0.0110,0.0059,0.4000,0.2421
2023_Athena2_PositionsNonbreeding_HR_model.rds,0.0530,0.6215,0.1382,0.4457,0.5018,0.5626,0.1574,0.9089,0.5494,0.6450,0.3908,0.7477,0.1343,0.3047,0.0113,0.4484,0.1526,0.1422,0.9086,0.5565,0.3204,0.6958,0.3758,0.9759,0.0692,0.6964,0.7651,0.3772,0.6691,0.9368,0.1318,0.5806,0.6103,0.0141,0.7222,0.1690,0.7654,0.5178,0.4163,0.0000,0.7343,0.8099,0.0000,0.0002,0.4023,0.0069,0.3488,0.5245,0.1895,0.0173,0.0256,0.1308,0.8568,0.9009,0.0299,0.0803,0.6266,0.0013,0.6383,0.0000,0.9198,0.5743,0.4324,0.0779,0.3126,0.1609,0.9457,0.0002,0.0002,0.0055,0.0014,0.2399,0.7734,0.0208,0.4097,0.9084,0.5557,0.0055,0.0978,0.8280,0.0081,0.3543,0.0000,0.2225,0.6913,0.0000,0.0005,0.7701,0.9233,0.3669,0.3046,0.3708,0.0534,0.0421,0.6083,0.4324
2023_Blue_PositionsNonbreeding_HR_model.rds,0.0808,0.2360,0.0000,0.3705,0.2729,0.6035,0.0004,0.0000,0.0000,0.0000,0.0017,0.0239,0.2026,0.2083,0.4656,0.0114,0.0000,0.0000,0.0000,0.0000,0.0347,0.4307,0.0171,0.0000,0.6148,0.0336,0.0000,0.1987,0.0000,0.0077,0.0795,0.7957,0.0000,0.5742,0.0033,0.0000,0.0499,0.0000,0.0106,0.0000,0.0363,0.0000,0.0002,0.0000,0.3458,0.5105,0.0000,0.0000,0.0000,0.1566,0.1544,0.0000,0.7530,0.0001,0.0000,0.2331,0.6252,0.4798,0.0000,0.1903,0.0000,0.7215,0.0512,0.0510,0.0001,0.0006,0.0000,0.9924,0.0187,0.2263,0.6304,0.0000,0.0007,0.2952,0.0019,0.0004,0.1988,0.0000,0.0542,0.0000,0.0459,0.0158,0.0000,0.3831,0.0107,0.0001,0.0000,0.0000,0.0000,0.0001,0.0003,0.0199,0.0010,0.1656,0.1326,0.0512
