2024_Broom_PositionsNonbreeding_HR_model.rds,0.0554,0.3580,0.0000,0.5158,0.3729,0.6608,0.0062,0.0000,0.0001,0.0001,0.0394,0.0656,0.2535,0.2791,0.3418,0.0202,0.0000,0.0002,0.0003,0.0011,0.1366,0.5080,0.0685,0.0004,0.6764,0.0742,0.0007,0.2929,0.0000,0.0207,0.1786,0.7939,0.0000,0.4692,0.0072,0.0000,0.1029,0.0007,0.0725,0.0000,0.0688,0.0000,0.0014,0.6304,0.4769,0.9007,0.0002,0.0001,0.0007,0.5688,0.1629,0.0000,0.7019,0.0011,0.0014,0.2973,0.6725,0.5672,0.0000,0.1183,0.0004,0.7742,0.0868,0.2441,0.0079,0.0128,0.0001,0.5612,0.0205,0.1461,0.0000,0.0000,0.0054,0.7970,0.0135,0.0042,0.3518,0.0000,0.1056,0.0001,0.3871,0.0837,0.0000,0.4509,0.0156,0.0001,0.0001,0.0000,0.0001,0.0070,0.0048,0.1008,0.0569,0.1317,0.2371,0.0868
2024_CocaCola_PositionsNonbreeding_HR_model.rds,0.0282,0.2525,0.0809,0.1667,0.1313,0.2650,0.9333,0.2283,0.7213,0.5331,0.3975,0.2919,0.0612,0.1041,0.0017,0.0724,0.0989,0.4127,0.3512,0.2524,0.2015,0.3808,0.1828,0.2668,0.7977,0.3643,0.3331,0.1044,0.4372,0.2553,0.0413,0.7563,0.0497,0.0023,0.1128,0.1280,0.2266,0.2150,0.3052,0.0000,0.2397,0.2416,0.2399,0.0000,0.1381,0.0012,0.8666,0.2808,0.4933,0.0041,0.0002,0.0000,0.7864,0.1809,0.0000,0.0174,0.1249,0.0000,0.0030,0.0000,0.3646,0.1991,0.2149,0.0649,0.5111,0.1255,0.3030,0.0000,0.0000,0.0000,0.0000,0.0000,0.3354,0.0044,0.1353,0.3868,0.2560,0.0107,0.0190,0.1062,0.0010,0.2575,0.0000,0.1384,0.1225,0.0000,0.0000,0.4377,0.2670,0.1749,0.1012,0.3118,0.0444,0.0091,0.1940,0.2149
2024_Dahlia_PositionsNonbreeding_HR_model.rds,0.1733,0.7403,0.1467,0.5379,0.4838,0.5866,0.2541,0.6061,0.6665,0.8274,0.5999,0.7591,0.3471,0.3083,0.0411,0.3181,0.1577,0.2495,0.6915,0.9493,0.4140,0.6676,0.3666,0.7015,0.1929,0.8841,0.9829,0.3794,0.7481,0.7650,0.3800,0.6433,0.1658,0.0504,0.6614,0.1736,0.6971,0.9282,0.5963,0.0000,0.5935,0.5548,0.7734,0.0007,0.4971,0.0234,0.4994,0.7863,0.3800,0.0565,0.1008,0.0153,0.8851,0.5598,0.1099,0.2484,0.4858,0.0048,0.3689,0.0000,0.8208,0.4224,0.7826,0.1799,0.5516,0.1797,0.7836,0.0005,0.0006,0.0239,0.0054,0.3354,0.0000,0.0680,0.2596,0.9550,0.7097,0.0016,0.3109,0.7557,0.0312,0.4460,0.0000,0.3185,0.6727,0.0000,0.0030,0.6416,0.9025,0.7955,0.7170,0.6621,0.1385,0.1433,0.6051,0.7826
2024_Fork_PositionsNonbreeding_HR_model.rds,0.1958,0.5656,0.0008,0.6555,0.4687,0.6951,0.0409,0.0024,0.0147,0.0121,0.2003,0.1939,0.5428,0.3434,0.3304,0.0476,0.0008,0.0146,0.0101,0.0481,0.3298,0.5888,0.1773,0.0106,0.8929,0.2527,0.0274,0.3869,0.0080,0.0762,0.5077,0.7293,0.0000,0.4439,0.0395,0.0011,0.2229,0.0408,0.2609,0.0000,0.1484,0.0012,0.0208,0.2952,0.5995,0.9386,0.0161,0.0144,0.0377,0.9107,0.3762,0.0000,0.6536,0.0122,0.0755,0.5567,0.6886,0.5144,0.0001,0.0306,0.0139,0.7937,0.3109,0.5600,0.1003,0.0618,0.0082,0.2334,0.0346,0.2331,0.7970,0.0044,0.0680,0.0000,0.0458,0.0499,0.5905,0.0000,0.3834,0.0070,0.7111,0.2471,0.0000,0.4719,0.0636,0.0000,0.0063,0.0038,0.0113,0.1103,0.1121,0.3639,0.2633,0.2306,0.3938,0.3109
2024_Frostbite_PositionsNonbreeding_HR_model.rds,0.0148,0.6012,0.2104,0.4670,0.6124,0.7511,0.4494,0.3898,0.2902,0.2228,0.3771,0.7988,0.0647,0.4284,0.0078,0.3313,0.2329,0.1838,0.4967,0.1479,0.6890,0.7599,0.9284,0.5216,0.0613,0.4837,0.2132,0.5224,0.2283,0.7505,0.0637,0.5103,0.4764,0.0104,0.2470,0.2928,0.8488,0.1175,0.5563,0.0000,0.9569,0.3455,0.4097,0.0019,0.3606,0.0460,0.2302,0.1359,0.1330,0.0898,0.0122,0.2132,0.5185,0.7496,0.0130,0.0365,0.7747,0.0053,0.1260,0.0001,0.4600,0.8423,0.1678,0.2909,0.2567,0.7879,0.3878,0.0013,0.0003,0.0039,0.0135,0.1353,0.2596,0.0458,0.0000,0.3983,0.5786,0.0014,0.0408,0.2117,0.0373,0.7167,0.0000,0.1432,0.2925,0.0000,0.0003,0.3301,0.2903,0.1232,0.0847,0.3250,0.1753,0.0127,0.7963,0.1678
2024_Goldie_PositionsNonbreeding_HR_model.rds,0.0961,0.7467,0.2289,0.5230,0.4989,0.6016,0.3292,0.8222,0.7608,0.8462,0.6306,0.8393,0.2463,0.3176,0.0234,0.3542,0.2482,0.2955,0.8997,0.7851,0.4642,0.6821,0.4622,0.8958,0.1423,0.8908,0.9351,0.3904,0.8147,0.8791,0.2526,0.6296,0.3621,0.0292,0.6479,0.2774,0.7728,0.7410,0.6287,0.0000,0.7150,0.7701,0.9084,0.0004,0.4692,0.0195,0.5662,0.7174,0.3713,0.0480,0.0516,0.0529,0.8684,0.7485,0.0609,0.1548,0.5225,0.0027,0.4556,0.0000,0.9662,0.4981,0.6389,0.1752,0.5649,0.2659,0.9367,0.0003,0.0002,0.0110,0.0042,0.3868,0.9550,0.0499,0.3983,0.0000,0.7099,0.0028,0.1898,0.7572,0.0247,0.5257,0.0000,0.2760,0.6430,0.0000,0.0009,0.8234,0.9577,0.6144,0.5084,0.6199,0.1469,0.0778,0.6496,0.6389
2024_LMM_PositionsNonbreeding_HR_model.rds,0.4357,0.9991,0.2155,0.9170,0.8231,0.7789,0.5903,0.4490,0.4965,0.4917,0.8409,0.9157,0.7028,0.4971,0.3577,0.3184,0.2330,0.3271,0.5636,0.5881,0.9061,0.7640,0.7874,0.5636,0.6605,0.9349,0.5834,0.7087,0.4400,0.7200,0.7129,0.2882,0.2696,0.4126,0.4951,0.2783,0.8668,0.5437,0.9435,0.0000,0.7464,0.4035,0.5557,0.1988,0.8440,0.5166,0.4290,0.4206,0.3765,0.6303,0.4428,0.0869,0.7254,0.5555,0.1764,0.6371,0.7473,0.2615,0.2308,0.0675,0.6037,0.8389,0.8254,0.8013,0.6442,0.6466,0.5314,0.1793,0.0361,0.3224,0.3518,0.2560,0.7097,0.5905,0.5786,0.7099,0.0000,0.0017,0.6205,0.4468,0.4015,0.8948,0.0002,0.4942,0.5451,0.0005,0.0243,0.4449,0.5361,0.6188,0.5716,0.9255,0.5493,0.4257,0.9346,0.8254
2024_Louise_PositionsNonbreeding_HR_model.rds,0.0001,0.0021,0.0000,0.0019,0.0018,0.0025,0.5614,0.0050,0.0001,0.0002,0.0003,0.0022,0.0000,0.0023,0.0000,0.0018,0.0000,0.0000,0.0038,0.0002,0.0005,0.0600,0.0009,0.0048,0.5246,0.0015,0.0012,0.0012,0.0004,0.0039,0.0000,0.5299,0.0208,0.0000,0.0030,0.0000,0.0026,0.0003,0.0005,0.0000,0.0031,0.0038,0.0055,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1845,0.0044,0.0000,0.0000,0.0081,0.0000,0.0059,0.0000,0.0030,0.0045,0.0005,0.0000,0.0000,0.0001,0.0039,0.0000,0.0000,0.0000,0.0000,0.0107,0.0016,0.0000,0.0014,0.0028,0.0017,0.0000,0.0000,0.0041,0.0000,0.0005,0.0000,0.0038,0.0028,0.0000,0.0000,0.0024,0.0034,0.0000,0.0000,0.0002,0.0000,0.0000,0.0019,0.0005
2024_Maple_PositionsNonbreeding_HR_model.rds,0.7880,0.6464,0.0022,0.5841,0.4195,0.6439,0.0384,0.0156,0.0712,0.0808,0.2102,0.3288,0.9469,0.2953,0.4130,0.1057,0.0023,0.0290,0.0430,0.3193,0.2506,0.6013,0.1468,0.0492,0.7107,0.5397,0.1668,0.3336,0.0606,0.2016,0.9791,0.6968,0.0003,0.4788,0.1802,0.0028,0.3287,0.2921,0.2923,0.0000,0.2341,0.0092,0.0978,0.0542,0.5500,0.2193,0.0569,0.1062,0.0974,0.2852,0.8478,0.0000,0.8329,0.0459,0.3435,0.9594,0.5948,0.1889,0.0022,0.0035,0.0738,0.6640,0.8333,0.2890,0.1726,0.0347,0.0525,0.0464,0.0417,0.4893,0.1056,0.0190,0.3109,0.3834,0.0408,0.1898,0.6205,0.0000,0.0000,0.0710,0.1889,0.2081,0.0000,0.4759,0.2726,0.0000,0.0569,0.0235,0.0877,0.3815,0.5846,0.5106,0.1078,0.6530,0.4080,0.8333
2024_MillerSow3_PositionsNonbreeding_HR_model.rds,0.0460,0.5077,0.0508,0.4120,0.4843,0.4780,0.0583,0.6438,0.2919,0.4607,0.2272,0.5772,0.0865,0.2843,0.0074,0.4610,0.0564,0.0462,0.6086,0.5152,0.1956,0.6874,0.2188,0.7377,0.0271,0.5090,0.7253,0.3529,0.4414,0.8213,0.0935,0.5864,0.2887,0.0089,0.9015,0.0614,0.6502,0.5287,0.2699,0.0000,0.5319,0.5379,0.8280,0.0000,0.4036,0.0013,0.1550,0.4078,0.0726,0.0038,0.0143,0.0438,0.8932,0.7105,0.0114,0.0590,0.6279,0.0001,0.7419,0.0000,0.6920,0.5040,0.3643,0.0304,0.1424,0.0628,0.7227,0.0000,0.0000,0.0022,0.0001,0.1062,0.7557,0.0070,0.2117,0.7572,0.4468,0.0041,0.0710,0.0000,0.0008,0.1915,0.0000,0.2460,0.8506,0.0000,0.0003,0.4795,0.8300,0.3065,0.2498,0.2300,0.0121,0.0533,0.5129,0.3643
2024_Mop_PositionsNonbreeding_HR_model.rds,0.0507,0.3732,0.0001,0.3445,0.2403,0.5334,0.3989,0.0001,0.0014,0.0007,0.1788,0.1424,0.3065,0.1794,0.1232,0.0311,0.0000,0.0048,0.0028,0.0069,0.2467,0.4231,0.1329,0.0032,0.9154,0.1802,0.0060,0.1945,0.0002,0.0649,0.3465,0.8153,0.0000,0.1781,0.0186,0.0000,0.1556,0.0083,0.2150,0.0000,0.1377,0.0000,0.0081,0.0459,0.3074,0.5099,0.0025,0.0006,0.0181,0.7324,0.0826,0.0000,0.8143,0.0063,0.0168,0.2975,0.4069,0.2270,0.0000,0.0009,0.0030,0.5953,0.1717,0.4697,0.0809,0.0456,0.0010,0.0196,0.0059,0.0338,0.3871,0.0010,0.0312,0.7111,0.0373,0.0247,0.4015,0.0000,0.1889,0.0008,0.0000,0.2097,0.0000,0.2923,0.0309,0.0000,0.0000,0.0003,0.0012,0.0667,0.0235,0.3293,0.3415,0.0912,0.2405,0.1717
2024_Mowgli_PositionsNonbreeding_HR_model.rds,0.0827,0.8431,0.2734,0.6630,0.6057,0.7335,0.8248,0.3299,0.4451,0.3649,0.8634,0.8504,0.2812,0.4165,0.0550,0.2059,0.2940,0.3955,0.4742,0.3215,0.9815,0.7081,0.9221,0.4357,0.3161,0.7404,0.3561,0.5131,0.3194,0.6067,0.2990,0.6249,0.1851,0.0722,0.2278,0.3585,0.7715,0.2796,0.9814,0.0000,0.7365,0.3117,0.3543,0.0158,0.5468,0.2105,0.4307,0.2652,0.3642,0.3789,0.0888,0.0449,0.6277,0.4742,0.0697,0.1996,0.6034,0.0430,0.0770,0.0011,0.4778,0.8069,0.4360,0.7584,0.6456,0.9211,0.3782,0.0114,0.0032,0.0346,0.0837,0.2575,0.4460,0.2471,0.7167,0.5257,0.8948,0.0005,0.2081,0.1915,0.2097,0.0000,0.0000,0.2858,0.2610,0.0000,0.0021,0.3605,0.3274,0.3910,0.2764,0.8022,0.5762,0.0751,0.8078,0.4360
2024_Ratatouille_PositionsNonbreeding_HR_model.rds,0.0000,0.0010,0.0000,0.0574,0.1947,0.6288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2501,0.0009,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.6383,0.0000,0.0000,0.0000,0.0000,0.0000,0.1034,0.0000,0.0000,0.0000,0.2680,0.0000,0.0002,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1452,0.0000,0.0000,0.0000,0.5696,0.0000,0.0000,0.0001,0.0000,0.7574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3762,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0017,0.0000
2024_RJBmale_PositionsNonbreeding_HR_model.rds,0.5686,0.5343,0.1234,0.8400,0.8098,0.7258,0.2245,0.1956,0.2246,0.2375,0.3018,0.3050,0.5109,0.5798,0.7461,0.1457,0.1297,0.1736,0.2133,0.3091,0.3006,0.8186,0.2211,0.2087,0.4690,0.3790,0.2771,0.7372,0.2176,0.2374,0.4733,0.1042,0.1329,0.7137,0.2655,0.1435,0.3056,0.2983,0.3150,0.0001,0.2198,0.1869,0.2225,0.3831,0.8829,0.5228,0.2086,0.2322,0.2024,0.4186,0.4396,0.0710,0.4703,0.1704,0.1503,0.5276,0.7474,0.3127,0.1670,0.5248,0.2330,0.8291,0.4548,0.3588,0.2745,0.2030,0.2233,0.3686,0.0501,0.4885,0.4509,0.1384,0.3185,0.4719,0.1432,0.2760,0.4942,0.0038,0.4759,0.2460,0.2923,0.2858,0.3762,0.0000,0.3532,0.0037,0.0351,0.2016,0.2463,0.3090,0.3364,0.3752,0.2746,0.6782,0.4304,0.4548
2024_Ruben_PositionsNonbreeding_HR_model.rds,0.2384,0.6176,0.0820,0.5598,0.7577,0.7130,0.1162,0.4791,0.2901,0.3738,0.2819,0.6420,0.2415,0.3640,0.1107,0.6908,0.0901,0.0976,0.5024,0.4946,0.2674,0.7946,0.2860,0.6131,0.1097,0.5703,0.5679,0.5772,0.3482,0.8351,0.2783,0.0622,0.3206,0.1122,0.9826,0.1035,0.7741,0.4893,0.3404,0.0000,0.5885,0.3894,0.6913,0.0107,0.5970,0.0333,0.1943,0.3326,0.1318,0.0503,0.1394,0.0940,0.9953,0.6925,0.0664,0.2285,0.7872,0.0211,0.4595,0.0023,0.5587,0.7811,0.4918,0.1033,0.2168,0.1278,0.5497,0.0097,0.0051,0.0925,0.0156,0.1225,0.6727,0.0636,0.2925,0.6430,0.5451,0.0028,0.2726,0.8506,0.0309,0.2610,0.0002,0.3532,0.0000,0.0000,0.0115,0.3680,0.6124,0.3686,0.3628,0.3332,0.0699,0.3076,0.6794,0.4918
2024_Skunk_PositionsNonbreeding_HR_model.rds,0.0002,0.0009,0.0000,0.0030,0.0028,0.0797,0.0703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0024,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0152,0.0000,0.0000,0.5983,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.5418,0.0000,0.0016,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0026,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4820,0.0000,0.0000,0.0000,0.0963,0.0000,0.0000,0.0095,0.0000,0.1518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0004,0.0000
2024_SplitEar_2_PositionsNonbreeding_HR_model.rds,0.0863,0.0274,0.0000,0.0277,0.0197,0.1032,0.4014,0.0000,0.0000,0.0000,0.0001,0.0079,0.0365,0.0203,0.0320,0.0038,0.0000,0.0000,0.0000,0.0011,0.0040,0.1354,0.0021,0.0000,0.7744,0.0147,0.0002,0.0143,0.0000,0.0068,0.0370,0.6257,0.0000,0.0350,0.0046,0.0000,0.0109,0.0010,0.0027,0.0000,0.0116,0.0000,0.0005,0.0000,0.0255,0.0035,0.0000,0.0000,0.0000,0.0037,0.0560,0.0000,0.6078,0.0002,0.0000,0.0501,0.0874,0.0002,0.0000,0.0000,0.0001,0.1079,0.0292,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0495,0.0001,0.0000,0.0030,0.0063,0.0003,0.0009,0.0243,0.0000,0.0569,0.0003,0.0000,0.0021,0.0000,0.0351,0.0115,0.0000,0.0000,0.0000,0.0001,0.0001,0.0039,0.0065,0.0000,0.0604,0.0146,0.0292
2024_SplitEar1_PositionsNonbreeding_HR_model.rds,0.0222,0.4741,0.2463,0.3209,0.2952,0.4361,0.3461,0.9334,0.8409,0.8160,0.4130,0.5950,0.0664,0.2129,0.0018,0.2184,0.2695,0.1757,0.9401,0.4447,0.2944,0.5709,0.3325,0.8451,0.1573,0.6190,0.6836,0.2253,0.9227,0.6524,0.0449,0.7928,0.4101,0.0023,0.3660,0.2771,0.5172,0.3631,0.3986,0.0000,0.5421,0.9807,0.7701,0.0000,0.2692,0.0009,0.5512,0.5549,0.1970,0.0030,0.0011,0.0242,0.8682,0.6247,0.0013,0.0217,0.3790,0.0000,0.2708,0.0000,0.9285,0.3896,0.3202,0.0503,0.3509,0.1773,0.9350,0.0000,0.0000,0.0001,0.0000,0.4377,0.6416,0.0038,0.3301,0.8234,0.4449,0.0024,0.0235,0.4795,0.0003,0.3605,0.0000,0.2016,0.3680,0.0000,0.0000,0.0000,0.8361,0.2095,0.1577,0.3322,0.0254,0.0113,0.4087,0.3202
2024_SplitEar2_PositionsNonbreeding_HR_model.rds,0.0555,0.5814,0.1168,0.4145,0.4016,0.4952,0.1471,0.8726,0.6251,0.8201,0.4082,0.6788,0.1312,0.2661,0.0076,0.3207,0.1293,0.1146,0.8688,0.7256,0.2967,0.6408,0.3160,0.8856,0.0669,0.7064,0.9434,0.3057,0.8252,0.8017,0.1252,0.7074,0.3437,0.0096,0.6351,0.1395,0.6411,0.7015,0.4189,0.0000,0.6008,0.8256,0.9233,0.0000,0.3730,0.0023,0.3721,0.7144,0.1766,0.0072,0.0144,0.0357,0.8805,0.7035,0.0153,0.0727,0.4852,0.0000,0.5658,0.0000,0.9461,0.3943,0.4898,0.0608,0.3162,0.1273,0.9687,0.0000,0.0000,0.0016,0.0001,0.2670,0.9025,0.0113,0.2903,0.9577,0.5361,0.0034,0.0877,0.8300,0.0012,0.3274,0.0000,0.2463,0.6124,0.0000,0.0001,0.8361,0.0000,0.4516,0.3705,0.3876,0.0272,0.0434,0.5111,0.4898
2024_Squirt1_PositionsNonbreeding_HR_model.rds,0.1795,0.6101,0.0142,0.4392,0.3282,0.5238,0.2057,0.1438,0.4362,0.5469,0.6024,0.5314,0.4568,0.2430,0.0406,0.1619,0.0154,0.1892,0.2652,0.8871,0.3691,0.5754,0.2639,0.2661,0.3980,0.7592,0.7053,0.2676,0.4280,0.4327,0.5042,0.7646,0.0030,0.0525,0.3353,0.0197,0.4548,0.9072,0.5530,0.0000,0.3894,0.1003,0.3669,0.0001,0.3959,0.0381,0.3740,0.6635,0.5201,0.1022,0.0866,0.0000,0.8656,0.2011,0.1597,0.3033,0.3137,0.0015,0.0358,0.0000,0.3848,0.3890,0.8084,0.2626,0.6470,0.1118,0.3220,0.0000,0.0000,0.0110,0.0070,0.1749,0.7955,0.1103,0.1232,0.6144,0.6188,0.0000,0.3815,0.3065,0.0667,0.3910,0.0000,0.3090,0.3686,0.0000,0.0001,0.2095,0.4516,0.0000,0.9062,0.7680,0.2303,0.1268,0.4318,0.8084
2024_Squirt2_PositionsNonbreeding_HR_model.rds,0.3397,0.5776,0.0070,0.4338,0.3174,0.5216,0.1024,0.1076,0.3111,0.4194,0.3919,0.4591,0.5640,0.2382,0.0794,0.1477,0.0078,0.0677,0.1962,0.8463,0.2819,0.5691,0.1961,0.2036,0.4181,0.6954,0.5915,0.2567,0.3382,0.3796,0.6509,0.7589,0.0038,0.0989,0.3111,0.0096,0.4065,0.8596,0.4209,0.0000,0.3433,0.0788,0.3046,0.0003,0.3970,0.0316,0.2192,0.5333,0.2619,0.0745,0.2318,0.0000,0.8730,0.1574,0.3150,0.4559,0.3509,0.0043,0.0228,0.0000,0.3000,0.3944,0.8682,0.1861,0.3807,0.0562,0.2512,0.0002,0.0004,0.0483,0.0048,0.1012,0.7170,0.1121,0.0847,0.5084,0.5716,0.0000,0.5846,0.2498,0.0235,0.2764,0.0000,0.3364,0.3628,0.0000,0.0039,0.1577,0.3705,0.9062,0.0000,0.6356,0.0627,0.2344,0.3933,0.8682
2024_Tanja_PositionsNonbreeding_HR_model.rds,0.2323,0.8911,0.1791,0.6720,0.5220,0.6867,0.6219,0.2539,0.5190,0.4871,0.9504,0.7494,0.6077,0.3531,0.1185,0.1854,0.1880,0.4422,0.3950,0.5933,0.7476,0.6588,0.5661,0.3545,0.5879,0.9055,0.5333,0.4327,0.4000,0.5137,0.6568,0.6803,0.0547,0.1515,0.2914,0.2176,0.6434,0.5531,0.9175,0.0000,0.5521,0.2336,0.3708,0.0199,0.5899,0.2289,0.5252,0.4424,0.5716,0.4276,0.2411,0.0043,0.7921,0.2954,0.2030,0.4670,0.4532,0.0743,0.0612,0.0009,0.4496,0.6894,0.8049,0.6897,0.8640,0.4496,0.3640,0.0142,0.0066,0.0868,0.1008,0.3118,0.6621,0.3639,0.3250,0.6199,0.9255,0.0002,0.5106,0.2300,0.3293,0.8022,0.0000,0.3752,0.3332,0.0000,0.0065,0.3322,0.3876,0.7680,0.6356,0.0000,0.6781,0.1948,0.6782,0.8049
2024_Thorn_PositionsNonbreeding_HR_model.rds,0.0267,0.4906,0.0250,0.3845,0.2826,0.5720,0.6196,0.0168,0.0690,0.0421,0.7187,0.3501,0.1836,0.2167,0.0317,0.0652,0.0247,0.2363,0.0663,0.0533,0.5265,0.5092,0.3547,0.0565,0.5598,0.3776,0.0623,0.2278,0.0179,0.2005,0.2223,0.8428,0.0009,0.0452,0.0503,0.0316,0.3088,0.0466,0.6144,0.0000,0.2971,0.0110,0.0534,0.0010,0.3239,0.1924,0.1188,0.0196,0.2410,0.4367,0.0120,0.0000,0.8267,0.0685,0.0038,0.1176,0.3064,0.0054,0.0001,0.0000,0.0661,0.6133,0.2234,0.6761,0.5590,0.3148,0.0331,0.0002,0.0000,0.0031,0.0569,0.0444,0.1385,0.2633,0.1753,0.1469,0.5493,0.0000,0.1078,0.0121,0.3415,0.5762,0.0000,0.2746,0.0699,0.0000,0.0000,0.0254,0.0272,0.2303,0.0627,0.6781,0.0000,0.0372,0.3604,0.2234
2024_Toothless_PositionsNonbreeding_HR_model.rds,0.9589,0.4960,0.0019,0.6596,0.5613,0.7170,0.0118,0.0084,0.0261,0.0339,0.0618,0.1832,0.5823,0.3494,0.7892,0.0938,0.0020,0.0117,0.0169,0.1400,0.1113,0.6665,0.0616,0.0210,0.3778,0.2807,0.0710,0.4146,0.0262,0.1099,0.5422,0.4630,0.0005,0.7628,0.1459,0.0022,0.2271,0.1250,0.1105,0.0000,0.1208,0.0059,0.0421,0.1656,0.6709,0.2139,0.0205,0.0436,0.0308,0.1600,0.6145,0.0000,0.7159,0.0209,0.1130,0.6728,0.7518,0.2058,0.0039,0.0456,0.0315,0.8066,0.4735,0.1265,0.0499,0.0104,0.0240,0.1560,0.0578,0.7437,0.1317,0.0091,0.1433,0.2306,0.0127,0.0778,0.4257,0.0000,0.6530,0.0533,0.0912,0.0751,0.0001,0.6782,0.3076,0.0003,0.0604,0.0113,0.0434,0.1268,0.2344,0.1948,0.0372,0.0000,0.3383,0.4735
2024_ZZ_PositionsNonbreeding_HR_model.rds,0.3153,0.9480,0.1781,0.8701,0.9385,0.8433,0.4755,0.4662,0.3969,0.3952,0.6303,0.9400,0.4625,0.5745,0.2768,0.5381,0.1945,0.2351,0.5673,0.4522,0.8526,0.8441,0.8788,0.6171,0.4231,0.7982,0.4925,0.8577,0.3659,0.8601,0.4671,0.2333,0.3757,0.3067,0.6244,0.2366,0.9816,0.4180,0.7926,0.0000,0.9138,0.4000,0.6083,0.1326,0.8047,0.3750,0.3209,0.3217,0.2556,0.4330,0.2792,0.1317,0.7678,0.7420,0.1050,0.4203,0.9341,0.1560,0.2695,0.0700,0.5884,0.9280,0.6076,0.6155,0.4531,0.6562,0.5264,0.1203,0.0204,0.2183,0.2371,0.1940,0.6051,0.3938,0.7963,0.6496,0.9346,0.0019,0.4080,0.5129,0.2405,0.8078,0.0017,0.4304,0.6794,0.0004,0.0146,0.4087,0.5111,0.4318,0.3933,0.6782,0.3604,0.3383,0.0000,0.6076
Derived_2023_Squirt_PositionsNonbreeding_HR_model.rds,0.5660,0.8499,0.0763,0.6858,0.5335,0.6733,0.1937,0.2705,0.4326,0.5037,0.5614,0.6454,0.8323,0.3442,0.2846,0.2168,0.0815,0.1978,0.3614,0.7759,0.4414,0.6702,0.3223,0.3583,0.5828,0.8836,0.6426,0.4297,0.4308,0.5125,0.8834,0.5492,0.0634,0.3308,0.4216,0.0910,0.5891,0.7496,0.5920,0.0000,0.4614,0.2421,0.4324,0.0512,0.6395,0.1748,0.3557,0.5169,0.3637,0.2487,0.5453,0.0061,0.8177,0.2850,0.3004,0.7556,0.5440,0.1289,0.1180,0.0058,0.4534,0.6235,1.0000,0.3500,0.5281,0.1428,0.4023,0.0447,0.0257,0.2976,0.0868,0.2149,0.7826,0.3109,0.1678,0.6389,0.8254,0.0005,0.8333,0.3643,0.1717,0.4360,0.0000,0.4548,0.4918,0.0000,0.0292,0.3202,0.4898,0.8084,0.8682,0.8049,0.2234,0.4735,0.6076,0.0000
